iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed,
2510,0.007594056,0.032242095,0.033897576,0.980201863,0.925465839,0.927588704,22.99365074,
2520,0.007593866,0.032186089,0.033899151,0.980201863,0.925465839,0.927588704,23.08447073,
2530,0.007593578,0.032175088,0.033898917,0.980201863,0.925465839,0.927588704,23.17618426,
2540,0.007593426,0.032174996,0.033534338,0.980201863,0.925465839,0.928312817,23.26541066,
2550,0.007592941,0.032180922,0.033537284,0.980201863,0.925465839,0.928312817,23.35724086,
2560,0.007592733,0.032179852,0.033534929,0.980201863,0.925465839,0.928312817,23.45010852,
2570,0.007592417,0.032176401,0.033887027,0.980201863,0.925465839,0.927588704,23.54063294,
2580,0.007592065,0.03217822,0.033890882,0.980201863,0.925465839,0.927588704,23.62996259,
2590,0.007591628,0.032173459,0.033526041,0.980201863,0.925465839,0.928312817,23.72244238,
2600,0.00759167,0.03217621,0.033524165,0.980201863,0.925465839,0.928312817,23.81186619,
2610,0.007525017,0.032181199,0.033525282,0.980590062,0.925465839,0.928312817,23.90260318,
2620,0.007519307,0.032183298,0.033527877,0.980590062,0.925465839,0.928312817,23.99474941,
2630,0.007518854,0.032171381,0.033503939,0.980590062,0.925465839,0.928312817,24.08538537,
2640,0.007515352,0.032161134,0.03386753,0.980590062,0.925465839,0.927588704,24.17668541,
2650,0.007511891,0.03215025,0.033473263,0.980201863,0.925465839,0.92903693,24.2678603,
2660,0.007505784,0.032142693,0.033435855,0.979813665,0.925465839,0.928312817,24.35737739,
2670,0.007504427,0.032166088,0.033448121,0.979425466,0.925465839,0.926140478,24.45336612,
2680,0.007495573,0.032181301,0.03349598,0.979425466,0.925465839,0.925416365,24.54951249,
2690,0.00748927,0.032179973,0.033497882,0.979425466,0.925465839,0.925416365,24.64228998,
2700,0.007490383,0.032187887,0.033508895,0.979425466,0.925465839,0.925416365,24.73359869,
2710,0.007487125,0.032187324,0.033539742,0.979037267,0.925465839,0.925416365,24.82483309,
2720,0.007485169,0.032205547,0.033605192,0.978649068,0.925465839,0.925416365,24.9150775,
2730,0.007481164,0.032261409,0.03360965,0.979037267,0.925465839,0.925416365,25.00467129,
2740,0.007478104,0.032971538,0.033609617,0.979037267,0.923913043,0.925416365,25.09516324,
2750,0.007477946,0.03375592,0.033260218,0.979037267,0.922360248,0.926140478,25.18672257,
2760,0.007477302,0.033842197,0.032895759,0.979037267,0.922360248,0.927588704,25.2792018,
2770,0.00747661,0.033958658,0.033254163,0.979037267,0.922360248,0.926864591,25.36928988,
2780,0.007476693,0.034030672,0.033248283,0.979037267,0.920807453,0.926864591,25.45931288,
2790,0.007475964,0.034069527,0.032889226,0.979037267,0.920807453,0.927588704,25.55071309,
2800,0.007475764,0.034082679,0.032894209,0.979037267,0.920807453,0.927588704,25.64680558,
2810,0.007669228,0.034100815,0.032892618,0.978649068,0.920807453,0.927588704,25.74597356,
2820,0.007475289,0.03412257,0.032888047,0.979037267,0.920807453,0.927588704,25.83653995,
2830,0.007475021,0.034153496,0.032895769,0.979037267,0.920807453,0.927588704,25.92831753,
2840,0.007475302,0.034170148,0.032893594,0.979037267,0.920807453,0.927588704,26.01883596,
2850,0.007474854,0.034179628,0.032887572,0.979037267,0.920807453,0.927588704,26.10867369,
2860,0.007474186,0.034199513,0.032883682,0.979037267,0.920807453,0.927588704,26.20137445,
2870,0.007473784,0.034209011,0.032880813,0.979037267,0.920807453,0.927588704,26.29244851,
2880,0.007473356,0.034218311,0.032886274,0.979037267,0.920807453,0.927588704,26.38336267,
2890,0.007473705,0.034240885,0.032885671,0.979037267,0.920807453,0.927588704,26.47508382,
2900,0.007473547,0.034255117,0.032886011,0.979037267,0.920807453,0.926864591,26.57075595,
2910,0.007473673,0.03425307,0.032882788,0.979037267,0.920807453,0.926864591,26.66344105,
2920,0.007473729,0.034249977,0.032882648,0.979037267,0.920807453,0.927588704,26.7523016,
2930,0.007473417,0.034248618,0.032881408,0.979037267,0.920807453,0.927588704,26.84425814,
2940,0.007473238,0.034251778,0.033245239,0.979037267,0.920807453,0.926864591,26.93494895,
2950,0.007472904,0.034277249,0.033247064,0.979037267,0.920807453,0.926864591,27.02421677,
2960,0.007472308,0.034296302,0.033244723,0.979037267,0.920807453,0.926864591,27.11350796,
2970,0.007472115,0.034329228,0.033247452,0.979037267,0.920807453,0.926864591,27.20567463,
2980,0.008636587,0.035139143,0.033608402,0.976708075,0.919254658,0.925416365,27.29631361,
2990,0.007472393,0.03517007,0.03324012,0.979037267,0.919254658,0.926140478,27.38730186,
3000,0.007473149,0.035183893,0.033237467,0.979037267,0.919254658,0.926140478,27.47760294,
3010,0.00747262,0.035222044,0.03324157,0.979037267,0.919254658,0.926140478,27.5678678,
3020,0.007471828,0.035274826,0.033247346,0.979037267,0.919254658,0.926140478,27.66438844,
3030,0.007470752,0.035291744,0.033261612,0.979037267,0.919254658,0.926140478,27.75706931,
3040,0.007471047,0.035290824,0.03325995,0.979037267,0.919254658,0.926140478,27.8472021,
3050,0.007471034,0.035289422,0.033262011,0.979037267,0.919254658,0.925416365,27.93794847,
3060,0.007470857,0.0352897,0.033262896,0.979037267,0.919254658,0.925416365,28.02707701,
3070,0.007470541,0.035306074,0.03326234,0.979037267,0.919254658,0.925416365,28.11978133,
3080,0.007469754,0.035308391,0.033265676,0.979037267,0.919254658,0.925416365,28.21164339,
3090,0.007465453,0.035306879,0.033260498,0.979037267,0.919254658,0.925416365,28.30213965,
3100,0.007470024,0.035360822,0.033282579,0.978649068,0.919254658,0.926140478,28.39277552,
3110,0.007465428,0.035231117,0.033247796,0.979037267,0.919254658,0.926140478,28.48317999,
3120,0.00746442,0.034536513,0.033246989,0.979037267,0.920807453,0.925416365,28.57901922,
3130,0.007462261,0.034534951,0.03325413,0.979037267,0.920807453,0.925416365,28.66981341,
3140,0.007460324,0.034534189,0.033273688,0.979037267,0.920807453,0.926140478,28.7597566,
3150,0.007459415,0.034536542,0.033255102,0.979037267,0.920807453,0.925416365,28.85726904,
3160,0.007459152,0.034532939,0.033247451,0.979037267,0.920807453,0.924692252,28.94633495,
3170,0.007458931,0.034527679,0.033248663,0.979037267,0.920807453,0.924692252,29.03762415,
3180,0.007457922,0.034521699,0.033250534,0.979037267,0.920807453,0.924692252,29.13276757,
3190,0.007458026,0.034508845,0.033245103,0.979425466,0.920807453,0.924692252,29.22183207,
3200,0.007457291,0.03451252,0.033249819,0.979425466,0.920807453,0.924692252,29.31516414,
3210,0.007456409,0.034528981,0.033258782,0.979425466,0.920807453,0.924692252,29.40702681,
3220,0.007455672,0.034648938,0.033259416,0.979425466,0.920807453,0.924692252,29.49757873,
3230,0.007454501,0.035150042,0.033261313,0.979425466,0.919254658,0.924692252,29.58848545,
3240,0.007453535,0.0350887,0.033271002,0.979425466,0.919254658,0.924692252,29.67726987,
3250,0.007452874,0.034389653,0.033275012,0.979425466,0.920807453,0.924692252,29.7682543,
3260,0.007452882,0.034183946,0.033276868,0.979425466,0.920807453,0.924692252,29.85821456,
3270,0.007451615,0.033887096,0.033284353,0.979425466,0.922360248,0.924692252,29.94979671,
3280,0.007449618,0.033839138,0.033269112,0.979425466,0.922360248,0.926140478,30.0439867,
3290,0.007449077,0.034174146,0.033280591,0.979425466,0.920807453,0.924692252,30.13639371,
3300,0.007449544,0.034374942,0.033292174,0.979425466,0.920807453,0.924692252,30.22978839,
3310,0.007448803,0.033800925,0.033286124,0.979425466,0.922360248,0.924692252,30.31880928,
3320,0.007448134,0.034258971,0.033294436,0.979425466,0.920807453,0.924692252,30.41121243,
3330,0.007446991,0.033777269,0.033313617,0.979037267,0.922360248,0.924692252,30.50145773,
3340,0.007446127,0.033774497,0.033312404,0.979037267,0.922360248,0.924692252,30.59272084,
3350,0.007445795,0.033773794,0.033311758,0.979037267,0.922360248,0.924692252,30.68323375,
3360,0.007446115,0.033771376,0.033313844,0.979037267,0.922360248,0.924692252,30.77413415,
3370,0.007445934,0.033775218,0.033318846,0.979037267,0.922360248,0.924692252,30.86431889,
3380,0.00744667,0.033768906,0.033307339,0.979425466,0.922360248,0.924692252,30.95467471,
3390,0.007446612,0.034496837,0.033303743,0.979425466,0.920807453,0.924692252,31.04724222,
3400,0.007447773,0.034404253,0.033295642,0.979425466,0.920807453,0.924692252,31.13788119,
3410,0.00744678,0.034319418,0.033300109,0.979425466,0.920807453,0.924692252,31.228833,
3420,0.007445482,0.034139933,0.033317414,0.979037267,0.920807453,0.924692252,31.31931736,
3430,0.00744553,0.034274724,0.033318695,0.979037267,0.920807453,0.924692252,31.4090036,
3440,0.007444598,0.034551424,0.033318931,0.979037267,0.920807453,0.924692252,31.5008428,
3450,0.007443684,0.034550542,0.033314353,0.979037267,0.920807453,0.926140478,31.59189046,
3460,0.007443563,0.034547529,0.033311528,0.979037267,0.920807453,0.926140478,31.68324763,
3470,0.007443314,0.034544387,0.03330796,0.979037267,0.920807453,0.926140478,31.77481771,
3480,0.007443805,0.034542389,0.033308631,0.979037267,0.920807453,0.926140478,31.87189568,
3490,0.007443657,0.03455103,0.033321393,0.979037267,0.920807453,0.924692252,31.9629264,
3500,0.007443841,0.034554565,0.033325753,0.979037267,0.920807453,0.924692252,32.05315676,
3510,0.007443392,0.034551885,0.033321223,0.979037267,0.920807453,0.924692252,32.14513613,
3520,0.007443296,0.034542977,0.033310081,0.979425466,0.920807453,0.924692252,32.23515902,
3530,0.007443465,0.034543745,0.033316536,0.979037267,0.920807453,0.924692252,32.32827241,
3540,0.007444132,0.034539233,0.033314137,0.979037267,0.920807453,0.924692252,32.41907078,
3550,0.007444583,0.034541006,0.033324016,0.979037267,0.920807453,0.924692252,32.50836648,
3560,0.007444992,0.034536466,0.033315319,0.979037267,0.920807453,0.924692252,32.59889981,
3570,0.007444992,0.034533321,0.033311477,0.979425466,0.920807453,0.924692252,32.68779589,
3580,0.007444702,0.034534078,0.03331449,0.979425466,0.920807453,0.924692252,32.77758686,
3590,0.007444774,0.03453351,0.033319232,0.979425466,0.920807453,0.924692252,32.86707217,
3600,0.007445155,0.034526712,0.033310531,0.979425466,0.920807453,0.924692252,32.95904675,
3610,0.007444954,0.034531388,0.033318043,0.979425466,0.920807453,0.924692252,33.0501622,
3620,0.007444635,0.034531091,0.033315646,0.979425466,0.920807453,0.924692252,33.14255507,
3630,0.007445388,0.034530715,0.033313716,0.979425466,0.920807453,0.924692252,33.23296559,
3640,0.007444994,0.034535772,0.033321751,0.979425466,0.920807453,0.924692252,33.32924651,
3650,0.007444246,0.034542246,0.033327621,0.979425466,0.920807453,0.924692252,33.41945855,
3660,0.007444544,0.034533845,0.03330706,0.979425466,0.920807453,0.924692252,33.5091095,
3670,0.007444048,0.034538454,0.033324974,0.979425466,0.920807453,0.924692252,33.59984779,
3680,0.007442369,0.034540679,0.033326656,0.979425466,0.920807453,0.924692252,33.70078414,
3690,0.00744113,0.034541101,0.033329077,0.979425466,0.920807453,0.924692252,33.7933725,
3700,0.007442763,0.034542019,0.033324577,0.979425466,0.920807453,0.924692252,33.88484057,
3710,0.007442825,0.034543888,0.033328202,0.979425466,0.920807453,0.924692252,33.97660768,
3720,0.007636244,0.034542163,0.033330055,0.979037267,0.920807453,0.924692252,34.06907035,
3730,0.007441599,0.034544724,0.033339796,0.979425466,0.920807453,0.924692252,34.1626033,
3740,0.00744021,0.034546446,0.033335501,0.979425466,0.920807453,0.924692252,34.25204802,
3750,0.007439238,0.03454591,0.033335976,0.979425466,0.920807453,0.924692252,34.34323572,
3760,0.007440492,0.034535771,0.033326146,0.979425466,0.920807453,0.924692252,34.43459562,
3770,0.007440709,0.034541499,0.033331109,0.979425466,0.920807453,0.924692252,34.52649189,
3780,0.007440207,0.034544742,0.033328438,0.979425466,0.920807453,0.924692252,34.62186522,
3790,0.007439539,0.034548868,0.033323747,0.979425466,0.920807453,0.924692252,34.71307687,
3800,0.00743949,0.034551486,0.033317306,0.979425466,0.920807453,0.924692252,34.80401268,
3810,0.007439635,0.034556228,0.033322116,0.979425466,0.920807453,0.926140478,34.89530883,
3820,0.007439613,0.034550449,0.033318642,0.979425466,0.920807453,0.924692252,34.98405459,
3830,0.007438963,0.034551749,0.033329675,0.979425466,0.920807453,0.924692252,35.07481107,
3840,0.007438482,0.034551213,0.033329314,0.979425466,0.920807453,0.924692252,35.16645647,
3850,0.0074391,0.034547742,0.033324499,0.979425466,0.920807453,0.924692252,35.25880269,
3860,0.007438351,0.034549836,0.033328637,0.979425466,0.920807453,0.924692252,35.34987117,
3870,0.00743755,0.034549816,0.033324928,0.979425466,0.920807453,0.925416365,35.44034859,
3880,0.007436367,0.034549283,0.033326508,0.979425466,0.920807453,0.925416365,35.53121863,
3890,0.007629632,0.034549358,0.033321076,0.979037267,0.920807453,0.925416365,35.62174336,
3900,0.007630932,0.034249479,0.033324715,0.979037267,0.920807453,0.926140478,35.71358975,
3910,0.007436211,0.03423584,0.033338844,0.979425466,0.920807453,0.925416365,35.80449086,
3920,0.007435318,0.034353895,0.033335481,0.979425466,0.920807453,0.925416365,35.8952338,
3930,0.007435233,0.033876231,0.033339878,0.979037267,0.922360248,0.925416365,35.98693477,
3940,0.007607453,0.033816306,0.033342935,0.978649068,0.922360248,0.925416365,36.07607208,
3950,0.007434592,0.033785965,0.033337334,0.979037267,0.922360248,0.925416365,36.16587347,
3960,0.007434414,0.033007494,0.033336586,0.979037267,0.923913043,0.925416365,36.25648983,
3970,0.007434682,0.03300211,0.033330983,0.979425466,0.923913043,0.925416365,36.34856171,
3980,0.007433964,0.03300757,0.033340344,0.979037267,0.923913043,0.925416365,36.43911212,
3990,0.007433029,0.03300818,0.033342764,0.979037267,0.923913043,0.925416365,36.52927579,
4000,0.007432447,0.033006281,0.033341987,0.979037267,0.923913043,0.925416365,36.6189989,
4010,0.0074332,0.03300696,0.033343237,0.979037267,0.923913043,0.925416365,36.70889326,
4020,0.007433676,0.033009037,0.03334807,0.979037267,0.923913043,0.925416365,36.8012698,
4030,0.007433628,0.033014115,0.033352856,0.979037267,0.923913043,0.925416365,36.89459704,
4040,0.007433246,0.033011995,0.03334142,0.979425466,0.923913043,0.925416365,36.98494975,
4050,0.007433904,0.033012408,0.03334132,0.979425466,0.923913043,0.925416365,37.07522334,
4060,0.007433762,0.033783054,0.033694273,0.979425466,0.922360248,0.924692252,37.16573751,
4070,0.00743332,0.033784234,0.033696087,0.979425466,0.922360248,0.924692252,37.25577999,
4080,0.007433164,0.033789092,0.033700862,0.979425466,0.922360248,0.924692252,37.34727721,
4090,0.007432761,0.033789182,0.03369988,0.979425466,0.922360248,0.924692252,37.43913861,
4100,0.007433161,0.0337889,0.033701343,0.979425466,0.922360248,0.924692252,37.52958957,
4110,0.007432618,0.033792352,0.033703377,0.979425466,0.922360248,0.924692252,37.61946071,
4120,0.00743152,0.033793115,0.033702332,0.979425466,0.922360248,0.924692252,37.71046953,
4130,0.007430727,0.033795353,0.0337061,0.979425466,0.922360248,0.924692252,37.80324257,
4140,0.007431901,0.033789008,0.033700742,0.979425466,0.922360248,0.924692252,37.89446045,
4150,0.007430473,0.033797745,0.033717059,0.979425466,0.922360248,0.924692252,37.98579268,
4160,0.007430471,0.033789733,0.033702728,0.979425466,0.922360248,0.924692252,38.07704468,
4170,0.007429465,0.033792654,0.033707502,0.979425466,0.922360248,0.924692252,38.16826256,
4180,0.007429347,0.033793882,0.033711071,0.979425466,0.922360248,0.924692252,38.25863968,
4190,0.007429681,0.033793726,0.033712061,0.979425466,0.922360248,0.924692252,38.348576,
4200,0.007430113,0.033792988,0.033714212,0.979425466,0.922360248,0.924692252,38.43768522,
4210,0.00743001,0.03379411,0.033716722,0.979425466,0.922360248,0.924692252,38.53129324,
4220,0.007429026,0.033796653,0.0337187,0.979425466,0.922360248,0.924692252,38.62108266,
4230,0.007429014,0.033799148,0.033718099,0.979425466,0.922360248,0.924692252,38.71190918,
4240,0.007428827,0.033797432,0.033711517,0.979425466,0.922360248,0.924692252,38.8273562,
4250,0.007429095,0.033796253,0.033709909,0.979425466,0.922360248,0.924692252,38.92369187,
4260,0.007429705,0.033794412,0.033708411,0.979425466,0.922360248,0.924692252,39.01281081,
4270,0.007429657,0.03380004,0.0337173,0.979425466,0.922360248,0.924692252,39.1042137,
4280,0.0074292,0.033800218,0.03371632,0.979425466,0.922360248,0.924692252,39.20154395,
4290,0.007429404,0.033797665,0.033713742,0.979425466,0.922360248,0.924692252,39.29243745,
4300,0.007429421,0.033796557,0.033712828,0.979425466,0.922360248,0.924692252,39.38192449,
4310,0.007429011,0.033797634,0.033716137,0.979425466,0.922360248,0.924692252,39.47394741,
4320,0.007429044,0.033800276,0.033718071,0.979425466,0.922360248,0.924692252,39.56416678,
4330,0.007429809,0.033790462,0.033698181,0.979425466,0.922360248,0.924692252,39.65633151,
4340,0.007428473,0.033800366,0.033718214,0.979425466,0.922360248,0.924692252,39.75089034,
4350,0.007427851,0.033794756,0.033714343,0.979425466,0.922360248,0.924692252,39.84543066,
4360,0.007426622,0.033783547,0.033701554,0.979425466,0.922360248,0.924692252,39.94117557,
4370,0.007426455,0.033734531,0.033652258,0.979425466,0.922360248,0.924692252,40.04281412,
4380,0.007426985,0.033657553,0.033615721,0.979425466,0.922360248,0.924692252,40.13937387,
4390,0.007427382,0.033630469,0.033608527,0.979425466,0.922360248,0.924692252,40.231995,
4400,0.007427583,0.033743557,0.033685027,0.979425466,0.922360248,0.924692252,40.32792291,
4410,0.007427429,0.033684736,0.033663023,0.979425466,0.922360248,0.924692252,40.41855518,
4420,0.007426839,0.03361489,0.033626023,0.979425466,0.922360248,0.924692252,40.51200096,
4430,0.007427398,0.033544505,0.033591523,0.979425466,0.922360248,0.924692252,40.60521699,
4440,0.007426985,0.033214243,0.033427858,0.979425466,0.923913043,0.925416365,40.69582598,
4450,0.007426741,0.033533707,0.033555866,0.979425466,0.922360248,0.924692252,40.78724169,
4460,0.007425368,0.033583068,0.033563545,0.979425466,0.922360248,0.926140478,40.88128669,
4470,0.007425149,0.033555919,0.033544918,0.979425466,0.922360248,0.926140478,40.97506458,
4480,0.007425619,0.033405515,0.033447668,0.979425466,0.922360248,0.924692252,41.06713731,
4490,0.007424981,0.033677541,0.033607372,0.979425466,0.922360248,0.924692252,41.15939,
4500,0.007425058,0.033531267,0.033562033,0.979425466,0.922360248,0.924692252,41.24798164,
4510,0.007424596,0.033422829,0.033512332,0.979037267,0.922360248,0.924692252,41.33978103,
4520,0.007424834,0.033366864,0.033496293,0.979037267,0.922360248,0.924692252,41.43008312,
4530,0.007424554,0.033391943,0.033503977,0.979037267,0.922360248,0.924692252,41.52203771,
4540,0.007424461,0.033283562,0.033419542,0.979037267,0.923913043,0.925416365,41.61311994,
4550,0.007424121,0.033673135,0.033553457,0.979037267,0.920807453,0.924692252,41.70758239,
4560,0.007424499,0.034222631,0.033685677,0.979037267,0.920807453,0.924692252,41.80399532,
4570,0.007424241,0.03424015,0.033699039,0.979037267,0.920807453,0.924692252,41.89768854,
4580,0.007424946,0.034249683,0.033686605,0.979037267,0.920807453,0.926140478,41.99453718,
4590,0.007424106,0.034399405,0.033683314,0.979037267,0.920807453,0.924692252,42.08677978,
4600,0.007424176,0.034409394,0.033691182,0.979037267,0.920807453,0.926140478,42.17895184,
4610,0.007423861,0.034371322,0.033700819,0.979037267,0.920807453,0.926140478,42.27010759,
4620,0.007423521,0.034346598,0.033690319,0.979037267,0.920807453,0.924692252,42.3657654,
4630,0.007423206,0.034200264,0.033597213,0.979037267,0.920807453,0.924692252,42.45625402,
4640,0.007423515,0.034342492,0.033635558,0.979037267,0.920807453,0.924692252,42.54624996,
4650,0.007422912,0.034536237,0.033719145,0.979037267,0.920807453,0.925416365,42.63881803,
4660,0.007422682,0.034530871,0.033714157,0.979037267,0.920807453,0.924692252,42.73065716,
4670,0.007422352,0.034533232,0.0337072,0.979037267,0.920807453,0.926140478,42.82441229,
4680,0.007422127,0.03454117,0.033705431,0.979037267,0.920807453,0.924692252,42.91495394,
4690,0.007421737,0.033916935,0.033414661,0.979037267,0.922360248,0.925416365,43.0053611,
4700,0.007421465,0.033875902,0.033396915,0.979037267,0.922360248,0.925416365,43.09612126,
4710,0.007422467,0.033809632,0.0333648,0.979037267,0.922360248,0.925416365,43.18983362,
4720,0.007422165,0.033807638,0.033367049,0.979037267,0.922360248,0.925416365,43.28170282,
4730,0.007422026,0.033807896,0.033364771,0.979037267,0.922360248,0.925416365,43.37953569,
4740,0.007422199,0.033807469,0.033362025,0.979037267,0.922360248,0.925416365,43.47132727,
4750,0.007421969,0.033811261,0.033368449,0.979037267,0.922360248,0.925416365,43.56250055,
4760,0.007421862,0.033809481,0.033363759,0.979037267,0.922360248,0.925416365,43.6528297,
4770,0.007421552,0.033816689,0.033373498,0.979037267,0.922360248,0.925416365,43.74539836,
4780,0.007421704,0.033813052,0.033368022,0.979037267,0.922360248,0.925416365,43.83854734,
4790,0.007421806,0.033813315,0.033368733,0.979037267,0.922360248,0.925416365,43.92947223,
4800,0.007421776,0.033815118,0.033373742,0.979037267,0.922360248,0.925416365,44.01947932,
4810,0.0074216,0.033811112,0.03337361,0.979037267,0.922360248,0.925416365,44.11027818,
4820,0.007421555,0.033809584,0.03337888,0.979037267,0.922360248,0.925416365,44.19997305,
4830,0.007421544,0.033810185,0.033379258,0.979037267,0.922360248,0.925416365,44.29422545,
4840,0.007421449,0.033809931,0.03337706,0.979037267,0.922360248,0.925416365,44.38920916,
4850,0.007421439,0.033809379,0.033375774,0.979037267,0.922360248,0.925416365,44.4818531,
4860,0.00742142,0.033809702,0.033377323,0.979037267,0.922360248,0.925416365,44.57458971,
4870,0.007421484,0.03380896,0.033374209,0.979037267,0.922360248,0.925416365,44.66479844,
4880,0.007421774,0.033804137,0.03336751,0.979037267,0.922360248,0.925416365,44.75617352,
4890,0.007421337,0.033804096,0.033370326,0.979037267,0.922360248,0.925416365,44.84914416,
4900,0.007420926,0.033807674,0.033372883,0.979037267,0.922360248,0.925416365,44.93995524,
4910,0.007421427,0.033805631,0.033362857,0.979037267,0.922360248,0.925416365,45.03148241,
4920,0.007421043,0.03380864,0.033366613,0.979037267,0.922360248,0.925416365,45.12086822,
4930,0.007421289,0.033813063,0.0333701,0.979037267,0.922360248,0.925416365,45.21258908,
4940,0.007421648,0.033817888,0.033376767,0.979037267,0.922360248,0.925416365,45.30247476,
4950,0.007421826,0.033814124,0.033371964,0.979037267,0.922360248,0.925416365,45.39341973,
4960,0.007420419,0.034595126,0.03338494,0.979037267,0.920807453,0.925416365,45.48387182,
4970,0.007420301,0.034590027,0.033374961,0.979037267,0.920807453,0.925416365,45.5763654,
4980,0.007420062,0.034591337,0.033376216,0.979037267,0.920807453,0.925416365,45.66788108,
4990,0.007420259,0.034587744,0.033370828,0.979037267,0.920807453,0.925416365,45.75866845,
5000,0.007420186,0.034589381,0.033373529,0.979037267,0.920807453,0.925416365,45.84828122,
5001,0.008658085,0.03518725,0.031954597,0.977096273,0.914596273,0.932657495,45.8574258,optimal